language,number,constructions
artificial_language_g0_261,64,((5 * 12) + 4)
artificial_language_g0_261,65,((5 * 12) + 5)
artificial_language_g0_261,66,((5 * 12) + 6)
artificial_language_g0_261,67,((5 * 12) + ((1 * 6) + 1))
artificial_language_g0_261,68,((5 * 12) + ((1 * 6) + 2))
artificial_language_g0_261,69,((5 * 12) + ((1 * 6) + 3))
artificial_language_g0_261,70,((5 * 12) + ((1 * 6) + 4))
artificial_language_g0_261,71,((5 * 12) + (12 - 1))
artificial_language_g0_261,72,(6 * 12)
artificial_language_g0_261,73,((6 * 12) + 1)
artificial_language_g0_261,74,((6 * 12) + 2)
artificial_language_g0_261,75,((6 * 12) + 3)
artificial_language_g0_261,76,((6 * 12) + 4)
artificial_language_g0_261,77,((6 * 12) + 5)
artificial_language_g0_261,78,((6 * 12) + 6)
artificial_language_g0_261,79,((6 * 12) + ((1 * 6) + 1))
artificial_language_g0_261,80,((6 * 12) + ((1 * 6) + 2))
artificial_language_g0_261,81,((6 * 12) + ((1 * 6) + 3))
artificial_language_g0_261,82,((6 * 12) + ((1 * 6) + 4))
artificial_language_g0_261,83,((6 * 12) + (12 - 1))
artificial_language_g0_261,84,(((1 * 6) + 1) * 12)
artificial_language_g0_261,85,((((1 * 6) + 1) * 12) + 1)
artificial_language_g0_261,86,((((1 * 6) + 1) * 12) + 2)
artificial_language_g0_261,87,((((1 * 6) + 1) * 12) + 3)
artificial_language_g0_261,88,((((1 * 6) + 1) * 12) + 4)
artificial_language_g0_261,89,((((1 * 6) + 1) * 12) + 5)
artificial_language_g0_261,90,((((1 * 6) + 1) * 12) + 6)
artificial_language_g0_261,91,((((1 * 6) + 1) * 12) + ((1 * 6) + 1))
artificial_language_g0_261,92,((((1 * 6) + 1) * 12) + ((1 * 6) + 2))
artificial_language_g0_261,93,((((1 * 6) + 1) * 12) + ((1 * 6) + 3))
artificial_language_g0_261,94,((((1 * 6) + 1) * 12) + ((1 * 6) + 4))
artificial_language_g0_261,95,((((1 * 6) + 1) * 12) + (12 - 1))
artificial_language_g0_261,96,(((1 * 6) + 2) * 12)
artificial_language_g0_261,97,((((1 * 6) + 2) * 12) + 1)
artificial_language_g0_261,98,((((1 * 6) + 2) * 12) + 2)
artificial_language_g0_261,99,((((1 * 6) + 2) * 12) + 3)
artificial_language_g0_262,1,1
artificial_language_g0_262,2,2
artificial_language_g0_262,3,3
artificial_language_g0_262,4,4
artificial_language_g0_262,5,5
artificial_language_g0_262,6,6
artificial_language_g0_262,7,7
artificial_language_g0_262,8,8
artificial_language_g0_262,9,9
artificial_language_g0_262,10,10
artificial_language_g0_262,11,11
artificial_language_g0_262,12,12
artificial_language_g0_262,13,13
artificial_language_g0_262,14,14
artificial_language_g0_262,15,15
artificial_language_g0_262,16,16
artificial_language_g0_262,17,17
artificial_language_g0_262,18,(17 + 1)
artificial_language_g0_262,19,(17 + 2)
artificial_language_g0_262,20,(17 + 3)
artificial_language_g0_262,21,(17 + 4)
artificial_language_g0_262,22,(17 + 5)
artificial_language_g0_262,23,(17 + 6)
artificial_language_g0_262,24,24
artificial_language_g0_262,25,(24 + 1)
artificial_language_g0_262,26,(24 + 2)
artificial_language_g0_262,27,(24 + 3)
artificial_language_g0_262,28,(24 + 4)
artificial_language_g0_262,29,(24 + 5)
artificial_language_g0_262,30,(24 + 6)
artificial_language_g0_262,31,(24 + 7)
artificial_language_g0_262,32,(24 + 8)
artificial_language_g0_262,33,(24 + 9)
artificial_language_g0_262,34,(24 + 10)
artificial_language_g0_262,35,(24 + 11)
artificial_language_g0_262,36,36
artificial_language_g0_262,37,(24 + 13)
artificial_language_g0_262,38,(24 + 14)
artificial_language_g0_262,39,(24 + 15)
artificial_language_g0_262,40,(24 + 16)
artificial_language_g0_262,41,(24 + 17)
artificial_language_g0_262,42,(24 + (17 + 1))
artificial_language_g0_262,43,(24 + (17 + 2))
artificial_language_g0_262,44,(24 + (17 + 3))
artificial_language_g0_262,45,(24 + (17 + 4))
artificial_language_g0_262,46,(24 + (17 + 5))
artificial_language_g0_262,47,(24 + (17 + 6))
artificial_language_g0_262,48,(2 * 24)
artificial_language_g0_262,49,((2 * 24) + 1)
artificial_language_g0_262,50,((2 * 24) + 2)
artificial_language_g0_262,51,((2 * 24) + 3)
artificial_language_g0_262,52,((2 * 24) + 4)
artificial_language_g0_262,53,((2 * 24) + 5)
artificial_language_g0_262,54,((2 * 24) + 6)
artificial_language_g0_262,55,((2 * 24) + 7)
artificial_language_g0_262,56,((2 * 24) + 8)
artificial_language_g0_262,57,((2 * 24) + 9)
artificial_language_g0_262,58,((2 * 24) + 10)
artificial_language_g0_262,59,((2 * 24) + 11)
artificial_language_g0_262,60,((2 * 24) + 12)
artificial_language_g0_262,61,((2 * 24) + 13)
artificial_language_g0_262,62,((2 * 24) + 14)
artificial_language_g0_262,63,((2 * 24) + 15)
artificial_language_g0_262,64,((2 * 24) + 16)
artificial_language_g0_262,65,((2 * 24) + 17)
artificial_language_g0_262,66,((2 * 24) + (17 + 1))
artificial_language_g0_262,67,((2 * 24) + (17 + 2))
artificial_language_g0_262,68,((2 * 24) + (17 + 3))
artificial_language_g0_262,69,((2 * 24) + (17 + 4))
artificial_language_g0_262,70,70
artificial_language_g0_262,71,((2 * 24) + (17 + 6))
artificial_language_g0_262,72,72
artificial_language_g0_262,73,(72 + 1)
artificial_language_g0_262,74,(72 + 2)
artificial_language_g0_262,75,(72 + 3)
artificial_language_g0_262,76,(72 + 4)
artificial_language_g0_262,77,(72 + 5)
artificial_language_g0_262,78,(72 + 6)
artificial_language_g0_262,79,79
artificial_language_g0_262,80,(79 + 1)
artificial_language_g0_262,81,(79 + 2)
artificial_language_g0_262,82,(79 + 3)
artificial_language_g0_262,83,83
artificial_language_g0_262,84,(79 + 5)
artificial_language_g0_262,85,(79 + 6)
artificial_language_g0_262,86,(79 + 7)
artificial_language_g0_262,87,(79 + 8)
artificial_language_g0_262,88,(79 + 9)
artificial_language_g0_262,89,89
artificial_language_g0_262,90,(79 + 11)
artificial_language_g0_262,91,(79 + 12)
artificial_language_g0_262,92,(79 + 13)
artificial_language_g0_262,93,(79 + 14)
artificial_language_g0_262,94,(79 + 15)
artificial_language_g0_262,95,(79 + 16)
artificial_language_g0_262,96,(79 + 17)
artificial_language_g0_262,97,(79 + (17 + 1))
artificial_language_g0_262,98,(79 + (17 + 2))
artificial_language_g0_262,99,(79 + (17 + 3))
artificial_language_g0_263,1,1
artificial_language_g0_263,2,2
artificial_language_g0_263,3,3
artificial_language_g0_263,4,4
artificial_language_g0_263,5,5
artificial_language_g0_263,6,6
artificial_language_g0_263,7,7
artificial_language_g0_263,8,8
artificial_language_g0_263,9,9
artificial_language_g0_263,10,(9 + 1)
artificial_language_g0_263,11,11
artificial_language_g0_263,12,(9 + 3)
artificial_language_g0_263,13,(9 + 4)
artificial_language_g0_263,14,(9 + 5)
artificial_language_g0_263,15,(9 + 6)
artificial_language_g0_263,16,(9 + 7)
artificial_language_g0_263,17,(9 + 8)
artificial_language_g0_263,18,(2 * 9)
artificial_language_g0_263,19,((2 * 9) + 1)
artificial_language_g0_263,20,((2 * 9) + 2)
artificial_language_g0_263,21,21
artificial_language_g0_263,22,((2 * 9) + 4)
artificial_language_g0_263,23,((2 * 9) + 5)
artificial_language_g0_263,24,((2 * 9) + 6)
artificial_language_g0_263,25,((2 * 9) + 7)
artificial_language_g0_263,26,((2 * 9) + 8)
artificial_language_g0_263,27,27
artificial_language_g0_263,28,(27 + 1)
artificial_language_g0_263,29,(27 + 2)
artificial_language_g0_263,30,(27 + 3)
artificial_language_g0_263,31,(27 + 4)
artificial_language_g0_263,32,(27 + 5)
artificial_language_g0_263,33,(27 + 6)
artificial_language_g0_263,34,(27 + 7)
artificial_language_g0_263,35,(27 + 8)
artificial_language_g0_263,36,(27 + 9)
artificial_language_g0_263,37,37
artificial_language_g0_263,38,(37 + 1)
artificial_language_g0_263,39,(37 + 2)
artificial_language_g0_263,40,(37 + 3)
artificial_language_g0_263,41,(37 + 4)
artificial_language_g0_263,42,(37 + 5)
artificial_language_g0_263,43,(37 + 6)
artificial_language_g0_263,44,(37 + 7)
artificial_language_g0_263,45,(37 + 8)
artificial_language_g0_263,46,(37 + 9)
artificial_language_g0_263,47,(37 + (9 + 1))
artificial_language_g0_263,48,(37 + 11)
artificial_language_g0_263,49,(37 + (9 + 3))
artificial_language_g0_263,50,(37 + (9 + 4))
artificial_language_g0_263,51,(37 + (9 + 5))
artificial_language_g0_263,52,(37 + (9 + 6))
artificial_language_g0_263,53,53
artificial_language_g0_263,54,(37 + (9 + 8))
artificial_language_g0_263,55,(37 + (2 * 9))
artificial_language_g0_263,56,(37 + ((2 * 9) + 1))
artificial_language_g0_263,57,(37 + ((2 * 9) + 2))
artificial_language_g0_263,58,(37 + 21)
artificial_language_g0_263,59,(37 + ((2 * 9) + 4))
artificial_language_g0_263,60,(37 + ((2 * 9) + 5))
artificial_language_g0_263,61,(37 + ((2 * 9) + 6))
artificial_language_g0_263,62,(37 + ((2 * 9) + 7))
artificial_language_g0_263,63,(37 + ((2 * 9) + 8))
artificial_language_g0_263,64,(37 + 27)
artificial_language_g0_263,65,(37 + (27 + 1))
artificial_language_g0_263,66,(37 + (27 + 2))
artificial_language_g0_263,67,(37 + (27 + 3))
artificial_language_g0_263,68,(37 + (27 + 4))
artificial_language_g0_263,69,(37 + (27 + 5))
artificial_language_g0_263,70,(37 + (27 + 6))
artificial_language_g0_263,71,(37 + (27 + 7))
artificial_language_g0_263,72,(37 + (27 + 8))
artificial_language_g0_263,73,(37 + (27 + 9))
artificial_language_g0_263,74,(2 * 37)
artificial_language_g0_263,75,((2 * 37) + 1)
artificial_language_g0_263,76,((2 * 37) + 2)
artificial_language_g0_263,77,((2 * 37) + 3)
artificial_language_g0_263,78,((2 * 37) + 4)
artificial_language_g0_263,79,((2 * 37) + 5)
artificial_language_g0_263,80,((2 * 37) + 6)
artificial_language_g0_263,81,((2 * 37) + 7)
artificial_language_g0_263,82,((2 * 37) + 8)
artificial_language_g0_263,83,((2 * 37) + 9)
artificial_language_g0_263,84,((2 * 37) + (9 + 1))
artificial_language_g0_263,85,((2 * 37) + 11)
artificial_language_g0_263,86,((2 * 37) + (9 + 3))
artificial_language_g0_263,87,87
artificial_language_g0_263,88,(87 + 1)
artificial_language_g0_263,89,(87 + 2)
artificial_language_g0_263,90,(87 + 3)
artificial_language_g0_263,91,(87 + 4)
artificial_language_g0_263,92,(87 + 5)
artificial_language_g0_263,93,(87 + 6)
artificial_language_g0_263,94,(87 + 7)
artificial_language_g0_263,95,(87 + 8)
artificial_language_g0_263,96,(87 + 9)
artificial_language_g0_263,97,(87 + (9 + 1))
artificial_language_g0_263,98,(87 + 11)
artificial_language_g0_263,99,(87 + (9 + 3))
artificial_language_g0_264,1,1
artificial_language_g0_264,2,2
artificial_language_g0_264,3,3
artificial_language_g0_264,4,4
artificial_language_g0_264,5,(4 + 1)
artificial_language_g0_264,6,(4 + 2)
artificial_language_g0_264,7,(8 - 1)
artificial_language_g0_264,8,8
artificial_language_g0_264,9,(8 + 1)
artificial_language_g0_264,10,(8 + 2)
artificial_language_g0_264,11,(8 + 3)
artificial_language_g0_264,12,(8 + 4)
artificial_language_g0_264,13,(8 + (4 + 1))
artificial_language_g0_264,14,(8 + (4 + 2))
artificial_language_g0_264,15,(8 + (8 - 1))
artificial_language_g0_264,16,16
artificial_language_g0_264,17,(16 + 1)
artificial_language_g0_264,18,(16 + 2)
artificial_language_g0_264,19,(16 + 3)
artificial_language_g0_264,20,(16 + 4)
artificial_language_g0_264,21,(16 + (4 + 1))
artificial_language_g0_264,22,(16 + (4 + 2))
artificial_language_g0_264,23,(16 + (8 - 1))
artificial_language_g0_264,24,(3 * 8)
artificial_language_g0_264,25,((3 * 8) + 1)
artificial_language_g0_264,26,((3 * 8) + 2)
artificial_language_g0_264,27,((3 * 8) + 3)
artificial_language_g0_264,28,((3 * 8) + 4)
artificial_language_g0_264,29,((3 * 8) + (4 + 1))
artificial_language_g0_264,30,((3 * 8) + (4 + 2))
artificial_language_g0_264,31,((3 * 8) + (8 - 1))
artificial_language_g0_264,32,(4 * 8)
artificial_language_g0_264,33,((4 * 8) + 1)
artificial_language_g0_264,34,((4 * 8) + 2)
artificial_language_g0_264,35,((4 * 8) + 3)
artificial_language_g0_264,36,((4 * 8) + 4)
artificial_language_g0_264,37,((4 * 8) + (4 + 1))
artificial_language_g0_264,38,38
artificial_language_g0_264,39,(38 + 1)
artificial_language_g0_264,40,(38 + 2)
artificial_language_g0_264,41,(38 + 3)
artificial_language_g0_264,42,(38 + 4)
artificial_language_g0_264,43,(38 + (4 + 1))
artificial_language_g0_264,44,(38 + (4 + 2))
artificial_language_g0_264,45,(38 + (8 - 1))
artificial_language_g0_264,46,(38 + 8)
artificial_language_g0_264,47,(38 + (8 + 1))
artificial_language_g0_264,48,(38 + (8 + 2))
artificial_language_g0_264,49,49
artificial_language_g0_264,50,(49 + 1)
artificial_language_g0_264,51,(49 + 2)
artificial_language_g0_264,52,(49 + 3)
artificial_language_g0_264,53,(49 + 4)
artificial_language_g0_264,54,(49 + (4 + 1))
artificial_language_g0_264,55,(49 + (4 + 2))
artificial_language_g0_264,56,(49 + (8 - 1))
artificial_language_g0_264,57,(49 + 8)
artificial_language_g0_264,58,(49 + (8 + 1))
artificial_language_g0_264,59,(49 + (8 + 2))
artificial_language_g0_264,60,(49 + (8 + 3))
artificial_language_g0_264,61,(49 + (8 + 4))
artificial_language_g0_264,62,(49 + (8 + (4 + 1)))
artificial_language_g0_264,63,(49 + (8 + (4 + 2)))
artificial_language_g0_264,64,64
artificial_language_g0_264,65,(64 + 1)
artificial_language_g0_264,66,(64 + 2)
artificial_language_g0_264,67,(64 + 3)
artificial_language_g0_264,68,(64 + 4)
artificial_language_g0_264,69,(64 + (4 + 1))
artificial_language_g0_264,70,(64 + (4 + 2))
artificial_language_g0_264,71,(64 + (8 - 1))
artificial_language_g0_264,72,(64 + 8)
artificial_language_g0_264,73,(64 + (8 + 1))
artificial_language_g0_264,74,(64 + (8 + 2))
artificial_language_g0_264,75,(64 + (8 + 3))
artificial_language_g0_264,76,(64 + (8 + 4))
artificial_language_g0_264,77,(64 + (8 + (4 + 1)))
artificial_language_g0_264,78,(64 + (8 + (4 + 2)))
artificial_language_g0_264,79,(64 + (8 + (8 - 1)))
artificial_language_g0_264,80,(64 + 16)
artificial_language_g0_264,81,(64 + (16 + 1))
artificial_language_g0_264,82,(64 + (16 + 2))
artificial_language_g0_264,83,(64 + (16 + 3))
artificial_language_g0_264,84,(64 + (16 + 4))
artificial_language_g0_264,85,(64 + (16 + (4 + 1)))
artificial_language_g0_264,86,(64 + (16 + (4 + 2)))
artificial_language_g0_264,87,(64 + (16 + (8 - 1)))
artificial_language_g0_264,88,(64 + (3 * 8))
artificial_language_g0_264,89,(64 + ((3 * 8) + 1))
artificial_language_g0_264,90,(64 + ((3 * 8) + 2))
artificial_language_g0_264,91,(64 + ((3 * 8) + 3))
artificial_language_g0_264,92,(64 + ((3 * 8) + 4))
artificial_language_g0_264,93,(64 + ((3 * 8) + (4 + 1)))
artificial_language_g0_264,94,(64 + ((3 * 8) + (4 + 2)))
artificial_language_g0_264,95,(64 + ((3 * 8) + (8 - 1)))
artificial_language_g0_264,96,(64 + (4 * 8))
artificial_language_g0_264,97,(64 + ((4 * 8) + 1))
artificial_language_g0_264,98,(64 + ((4 * 8) + 2))
artificial_language_g0_264,99,(64 + ((4 * 8) + 3))
artificial_language_g0_265,1,1
artificial_language_g0_265,2,2
artificial_language_g0_265,3,3
artificial_language_g0_265,4,4
artificial_language_g0_265,5,5
artificial_language_g0_265,6,6
artificial_language_g0_265,7,7
artificial_language_g0_265,8,8
artificial_language_g0_265,9,9
artificial_language_g0_265,10,10
artificial_language_g0_265,11,11
artificial_language_g0_265,12,12
artificial_language_g0_265,13,13
artificial_language_g0_265,14,14
artificial_language_g0_265,15,15
artificial_language_g0_265,16,16
artificial_language_g0_265,17,17
artificial_language_g0_265,18,18
artificial_language_g0_265,19,19
artificial_language_g0_265,20,(1 * 20)
artificial_language_g0_265,21,((1 * 20) + 1)
artificial_language_g0_265,22,((1 * 20) + 2)
artificial_language_g0_265,23,((1 * 20) + 3)
artificial_language_g0_265,24,((1 * 20) + 4)
artificial_language_g0_265,25,((1 * 20) + 5)
artificial_language_g0_265,26,((1 * 20) + 6)
artificial_language_g0_265,27,((1 * 20) + 7)
artificial_language_g0_265,28,((1 * 20) + 8)
artificial_language_g0_265,29,((1 * 20) + 9)
artificial_language_g0_265,30,((1 * 20) + 10)
artificial_language_g0_265,31,((1 * 20) + 11)
artificial_language_g0_265,32,((1 * 20) + 12)
artificial_language_g0_265,33,((1 * 20) + 13)
artificial_language_g0_265,34,((1 * 20) + 14)
artificial_language_g0_265,35,((1 * 20) + 15)
artificial_language_g0_265,36,((1 * 20) + 16)
artificial_language_g0_265,37,((1 * 20) + 17)
artificial_language_g0_265,38,((1 * 20) + 18)
artificial_language_g0_265,39,((1 * 20) + 19)
artificial_language_g0_265,40,(1 * 40)
artificial_language_g0_265,41,((1 * 40) + 1)
artificial_language_g0_265,42,((1 * 40) + 2)
artificial_language_g0_265,43,((1 * 40) + 3)
artificial_language_g0_265,44,((1 * 40) + 4)
artificial_language_g0_265,45,((1 * 40) + 5)
artificial_language_g0_265,46,((1 * 40) + 6)
artificial_language_g0_265,47,((1 * 40) + 7)
artificial_language_g0_265,48,((1 * 40) + 8)
artificial_language_g0_265,49,((1 * 40) + 9)
artificial_language_g0_265,50,((1 * 40) + 10)
artificial_language_g0_265,51,((1 * 40) + 11)
artificial_language_g0_265,52,((1 * 40) + 12)
artificial_language_g0_265,53,((1 * 40) + 13)
artificial_language_g0_265,54,((1 * 40) + 14)
artificial_language_g0_265,55,((1 * 40) + 15)
artificial_language_g0_265,56,((1 * 40) + 16)
artificial_language_g0_265,57,57
artificial_language_g0_265,58,((1 * 40) + 18)
artificial_language_g0_265,59,((1 * 40) + 19)
artificial_language_g0_265,60,((1 * 40) + 20)
artificial_language_g0_265,61,((1 * 40) + ((1 * 20) + 1))
artificial_language_g0_265,62,((1 * 40) + ((1 * 20) + 2))
artificial_language_g0_265,63,((1 * 40) + ((1 * 20) + 3))
artificial_language_g0_265,64,((1 * 40) + ((1 * 20) + 4))
artificial_language_g0_265,65,((1 * 40) + ((1 * 20) + 5))
artificial_language_g0_265,66,((1 * 40) + ((1 * 20) + 6))
artificial_language_g0_265,67,((1 * 40) + ((1 * 20) + 7))
artificial_language_g0_265,68,((1 * 40) + ((1 * 20) + 8))
artificial_language_g0_265,69,69
artificial_language_g0_265,70,((1 * 40) + ((1 * 20) + 10))
artificial_language_g0_265,71,((1 * 40) + ((1 * 20) + 11))
artificial_language_g0_265,72,((1 * 40) + ((1 * 20) + 12))
artificial_language_g0_265,73,((1 * 40) + ((1 * 20) + 13))
artificial_language_g0_265,74,((1 * 40) + ((1 * 20) + 14))
artificial_language_g0_265,75,((1 * 40) + ((1 * 20) + 15))
artificial_language_g0_265,76,((1 * 40) + ((1 * 20) + 16))
artificial_language_g0_265,77,((1 * 40) + ((1 * 20) + 17))
artificial_language_g0_265,78,((1 * 40) + ((1 * 20) + 18))
artificial_language_g0_265,79,((1 * 40) + ((1 * 20) + 19))
artificial_language_g0_265,80,(2 * (1 * 40))
artificial_language_g0_265,81,((2 * (1 * 40)) + 1)
artificial_language_g0_265,82,((2 * (1 * 40)) + 2)
artificial_language_g0_265,83,(1 * 83)
artificial_language_g0_265,84,((1 * 83) + 1)
artificial_language_g0_265,85,((1 * 83) + 2)
artificial_language_g0_265,86,((1 * 83) + 3)
artificial_language_g0_265,87,((1 * 83) + 4)
artificial_language_g0_265,88,((1 * 83) + 5)
artificial_language_g0_265,89,((1 * 83) + 6)
artificial_language_g0_265,90,((1 * 83) + 7)
artificial_language_g0_265,91,(1 * 91)
artificial_language_g0_265,92,(91 + 1)
artificial_language_g0_265,93,(91 + 2)
artificial_language_g0_265,94,(91 + 3)
artificial_language_g0_265,95,(91 + 4)
artificial_language_g0_265,96,(91 + 5)
artificial_language_g0_265,97,(91 + 6)
artificial_language_g0_265,98,(91 + 7)
artificial_language_g0_265,99,(91 + 8)
artificial_language_g0_266,1,1
artificial_language_g0_266,2,2
artificial_language_g0_266,3,3
artificial_language_g0_266,4,4
artificial_language_g0_266,5,5
artificial_language_g0_266,6,6
artificial_language_g0_266,7,7
artificial_language_g0_266,8,8
artificial_language_g0_266,9,9
artificial_language_g0_266,10,10
artificial_language_g0_266,11,11
artificial_language_g0_266,12,12
artificial_language_g0_266,13,13
artificial_language_g0_266,14,14
artificial_language_g0_266,15,15
artificial_language_g0_266,16,16
artificial_language_g0_266,17,(16 + 1)
artificial_language_g0_266,18,(16 + 2)
artificial_language_g0_266,19,(16 + 3)
artificial_language_g0_266,20,(16 + 4)
artificial_language_g0_266,21,(16 + 5)
artificial_language_g0_266,22,(16 + 6)
artificial_language_g0_266,23,(16 + 7)
artificial_language_g0_266,24,(16 + 8)
artificial_language_g0_266,25,(16 + 9)
artificial_language_g0_266,26,(16 + 10)
artificial_language_g0_266,27,(16 + 11)
artificial_language_g0_266,28,(16 + 12)
artificial_language_g0_266,29,(16 + 13)
artificial_language_g0_266,30,(16 + 14)
artificial_language_g0_266,31,(16 + 15)
artificial_language_g0_266,32,(2 * 16)
artificial_language_g0_266,33,((2 * 16) + 1)
artificial_language_g0_266,34,((2 * 16) + 2)
artificial_language_g0_266,35,((2 * 16) + 3)
artificial_language_g0_266,36,((2 * 16) + 4)
artificial_language_g0_266,37,((2 * 16) + 5)
artificial_language_g0_266,38,((2 * 16) + 6)
