language,number,constructions
artificial_language_g0_256,8,8
artificial_language_g0_256,9,9
artificial_language_g0_256,10,10
artificial_language_g0_256,11,11
artificial_language_g0_256,12,(11 + 1)
artificial_language_g0_256,13,(11 + 2)
artificial_language_g0_256,14,(11 + 3)
artificial_language_g0_256,15,(11 + 4)
artificial_language_g0_256,16,(11 + 5)
artificial_language_g0_256,17,(11 + 6)
artificial_language_g0_256,18,(11 + 7)
artificial_language_g0_256,19,(11 + 8)
artificial_language_g0_256,20,(11 + 9)
artificial_language_g0_256,21,(11 + 10)
artificial_language_g0_256,22,(2 * 11)
artificial_language_g0_256,23,((2 * 11) + 1)
artificial_language_g0_256,24,((2 * 11) + 2)
artificial_language_g0_256,25,((2 * 11) + 3)
artificial_language_g0_256,26,((2 * 11) + 4)
artificial_language_g0_256,27,((2 * 11) + 5)
artificial_language_g0_256,28,((2 * 11) + 6)
artificial_language_g0_256,29,((2 * 11) + 7)
artificial_language_g0_256,30,((2 * 11) + 8)
artificial_language_g0_256,31,((2 * 11) + 9)
artificial_language_g0_256,32,((2 * 11) + 10)
artificial_language_g0_256,33,(3 * 11)
artificial_language_g0_256,34,((3 * 11) + 1)
artificial_language_g0_256,35,((3 * 11) + 2)
artificial_language_g0_256,36,((3 * 11) + 3)
artificial_language_g0_256,37,((3 * 11) + 4)
artificial_language_g0_256,38,((3 * 11) + 5)
artificial_language_g0_256,39,((3 * 11) + 6)
artificial_language_g0_256,40,((3 * 11) + 7)
artificial_language_g0_256,41,((3 * 11) + 8)
artificial_language_g0_256,42,((3 * 11) + 9)
artificial_language_g0_256,43,((3 * 11) + 10)
artificial_language_g0_256,44,44
artificial_language_g0_256,45,(44 + 1)
artificial_language_g0_256,46,(44 + 2)
artificial_language_g0_256,47,47
artificial_language_g0_256,48,(44 + 4)
artificial_language_g0_256,49,(44 + 5)
artificial_language_g0_256,50,(44 + 6)
artificial_language_g0_256,51,(44 + 7)
artificial_language_g0_256,52,(44 + 8)
artificial_language_g0_256,53,(44 + 9)
artificial_language_g0_256,54,(44 + 10)
artificial_language_g0_256,55,(44 + 11)
artificial_language_g0_256,56,(44 + (11 + 1))
artificial_language_g0_256,57,(44 + (11 + 2))
artificial_language_g0_256,58,(44 + (11 + 3))
artificial_language_g0_256,59,(44 + (11 + 4))
artificial_language_g0_256,60,(44 + (11 + 5))
artificial_language_g0_256,61,(44 + (11 + 6))
artificial_language_g0_256,62,(44 + (11 + 7))
artificial_language_g0_256,63,63
artificial_language_g0_256,64,(44 + (11 + 9))
artificial_language_g0_256,65,(44 + (11 + 10))
artificial_language_g0_256,66,(44 + (2 * 11))
artificial_language_g0_256,67,(44 + ((2 * 11) + 1))
artificial_language_g0_256,68,(44 + ((2 * 11) + 2))
artificial_language_g0_256,69,(44 + ((2 * 11) + 3))
artificial_language_g0_256,70,(44 + ((2 * 11) + 4))
artificial_language_g0_256,71,(44 + ((2 * 11) + 5))
artificial_language_g0_256,72,(44 + ((2 * 11) + 6))
artificial_language_g0_256,73,(44 + ((2 * 11) + 7))
artificial_language_g0_256,74,(44 + ((2 * 11) + 8))
artificial_language_g0_256,75,(44 + ((2 * 11) + 9))
artificial_language_g0_256,76,(44 + ((2 * 11) + 10))
artificial_language_g0_256,77,(44 + (3 * 11))
artificial_language_g0_256,78,(44 + ((3 * 11) + 1))
artificial_language_g0_256,79,(44 + ((3 * 11) + 2))
artificial_language_g0_256,80,(44 + ((3 * 11) + 3))
artificial_language_g0_256,81,(44 + ((3 * 11) + 4))
artificial_language_g0_256,82,(44 + ((3 * 11) + 5))
artificial_language_g0_256,83,(44 + ((3 * 11) + 6))
artificial_language_g0_256,84,(44 + ((3 * 11) + 7))
artificial_language_g0_256,85,(44 + ((3 * 11) + 8))
artificial_language_g0_256,86,(44 + ((3 * 11) + 9))
artificial_language_g0_256,87,(44 + ((3 * 11) + 10))
artificial_language_g0_256,88,(2 * 44)
artificial_language_g0_256,89,((2 * 44) + 1)
artificial_language_g0_256,90,((2 * 44) + 2)
artificial_language_g0_256,91,((2 * 44) + 3)
artificial_language_g0_256,92,((2 * 44) + 4)
artificial_language_g0_256,93,((2 * 44) + 5)
artificial_language_g0_256,94,((2 * 44) + 6)
artificial_language_g0_256,95,((2 * 44) + 7)
artificial_language_g0_256,96,((2 * 44) + 8)
artificial_language_g0_256,97,((2 * 44) + 9)
artificial_language_g0_256,98,((2 * 44) + 10)
artificial_language_g0_256,99,((2 * 44) + 11)
artificial_language_g0_257,1,1
artificial_language_g0_257,2,2
artificial_language_g0_257,3,3
artificial_language_g0_257,4,4
artificial_language_g0_257,5,5
artificial_language_g0_257,6,6
artificial_language_g0_257,7,7
artificial_language_g0_257,8,(14 - 6)
artificial_language_g0_257,9,(14 - 5)
artificial_language_g0_257,10,(14 - 4)
artificial_language_g0_257,11,(14 - 3)
artificial_language_g0_257,12,(14 - 2)
artificial_language_g0_257,13,(14 - 1)
artificial_language_g0_257,14,14
artificial_language_g0_257,15,(14 + 1)
artificial_language_g0_257,16,16
artificial_language_g0_257,17,17
artificial_language_g0_257,18,(14 + 4)
artificial_language_g0_257,19,(14 + 5)
artificial_language_g0_257,20,(14 + 6)
artificial_language_g0_257,21,(14 + 7)
artificial_language_g0_257,22,(14 + (14 - 6))
artificial_language_g0_257,23,(14 + (14 - 5))
artificial_language_g0_257,24,(14 + (14 - 4))
artificial_language_g0_257,25,(14 + (14 - 3))
artificial_language_g0_257,26,(14 + (14 - 2))
artificial_language_g0_257,27,(14 + (14 - 1))
artificial_language_g0_257,28,(2 * 14)
artificial_language_g0_257,29,((2 * 14) + 1)
artificial_language_g0_257,30,((2 * 14) + 2)
artificial_language_g0_257,31,((2 * 14) + 3)
artificial_language_g0_257,32,((2 * 14) + 4)
artificial_language_g0_257,33,((2 * 14) + 5)
artificial_language_g0_257,34,((2 * 14) + 6)
artificial_language_g0_257,35,((2 * 14) + 7)
artificial_language_g0_257,36,((2 * 14) + (14 - 6))
artificial_language_g0_257,37,((2 * 14) + (14 - 5))
artificial_language_g0_257,38,((2 * 14) + (14 - 4))
artificial_language_g0_257,39,((2 * 14) + (14 - 3))
artificial_language_g0_257,40,((2 * 14) + (14 - 2))
artificial_language_g0_257,41,((2 * 14) + (14 - 1))
artificial_language_g0_257,42,(3 * 14)
artificial_language_g0_257,43,((3 * 14) + 1)
artificial_language_g0_257,44,((3 * 14) + 2)
artificial_language_g0_257,45,((3 * 14) + 3)
artificial_language_g0_257,46,((3 * 14) + 4)
artificial_language_g0_257,47,((3 * 14) + 5)
artificial_language_g0_257,48,((3 * 14) + 6)
artificial_language_g0_257,49,((3 * 14) + 7)
artificial_language_g0_257,50,((3 * 14) + (14 - 6))
artificial_language_g0_257,51,((3 * 14) + (14 - 5))
artificial_language_g0_257,52,((3 * 14) + (14 - 4))
artificial_language_g0_257,53,((3 * 14) + (14 - 3))
artificial_language_g0_257,54,((3 * 14) + (14 - 2))
artificial_language_g0_257,55,((3 * 14) + (14 - 1))
artificial_language_g0_257,56,(4 * 14)
artificial_language_g0_257,57,((4 * 14) + 1)
artificial_language_g0_257,58,((4 * 14) + 2)
artificial_language_g0_257,59,((4 * 14) + 3)
artificial_language_g0_257,60,((4 * 14) + 4)
artificial_language_g0_257,61,((4 * 14) + 5)
artificial_language_g0_257,62,((4 * 14) + 6)
artificial_language_g0_257,63,((4 * 14) + 7)
artificial_language_g0_257,64,((4 * 14) + (14 - 6))
artificial_language_g0_257,65,65
artificial_language_g0_257,66,(65 + 1)
artificial_language_g0_257,67,(65 + 2)
artificial_language_g0_257,68,(65 + 3)
artificial_language_g0_257,69,(65 + 4)
artificial_language_g0_257,70,(65 + 5)
artificial_language_g0_257,71,(65 + 6)
artificial_language_g0_257,72,(65 + 7)
artificial_language_g0_257,73,(65 + (14 - 6))
artificial_language_g0_257,74,(65 + (14 - 5))
artificial_language_g0_257,75,(65 + (14 - 4))
artificial_language_g0_257,76,(65 + (14 - 3))
artificial_language_g0_257,77,(65 + (14 - 2))
artificial_language_g0_257,78,(65 + (14 - 1))
artificial_language_g0_257,79,(65 + 14)
artificial_language_g0_257,80,(65 + (14 + 1))
artificial_language_g0_257,81,(65 + 16)
artificial_language_g0_257,82,(65 + 17)
artificial_language_g0_257,83,(65 + (14 + 4))
artificial_language_g0_257,84,(65 + (14 + 5))
artificial_language_g0_257,85,(65 + (14 + 6))
artificial_language_g0_257,86,(65 + (14 + 7))
artificial_language_g0_257,87,(65 + (14 + (14 - 6)))
artificial_language_g0_257,88,(65 + (14 + (14 - 5)))
artificial_language_g0_257,89,(65 + (14 + (14 - 4)))
artificial_language_g0_257,90,(65 + (14 + (14 - 3)))
artificial_language_g0_257,91,(65 + (14 + (14 - 2)))
artificial_language_g0_257,92,(65 + (14 + (14 - 1)))
artificial_language_g0_257,93,(65 + (2 * 14))
artificial_language_g0_257,94,(65 + ((2 * 14) + 1))
artificial_language_g0_257,95,(65 + ((2 * 14) + 2))
artificial_language_g0_257,96,(65 + ((2 * 14) + 3))
artificial_language_g0_257,97,(65 + ((2 * 14) + 4))
artificial_language_g0_257,98,(65 + ((2 * 14) + 5))
artificial_language_g0_257,99,(65 + ((2 * 14) + 6))
artificial_language_g0_258,1,1
artificial_language_g0_258,2,2
artificial_language_g0_258,3,3
artificial_language_g0_258,4,(3 + 1)
artificial_language_g0_258,5,(3 + 2)
artificial_language_g0_258,6,(2 * 3)
artificial_language_g0_258,7,((2 * 3) + 1)
artificial_language_g0_258,8,((2 * 3) + 2)
artificial_language_g0_258,9,(3 * 3)
artificial_language_g0_258,10,((3 * 3) + 1)
artificial_language_g0_258,11,((3 * 3) + 2)
artificial_language_g0_258,12,((3 + 1) * 3)
artificial_language_g0_258,13,(((3 + 1) * 3) + 1)
artificial_language_g0_258,14,(((3 + 1) * 3) + 2)
artificial_language_g0_258,15,((3 + 2) * 3)
artificial_language_g0_258,16,(((3 + 2) * 3) + 1)
artificial_language_g0_258,17,17
artificial_language_g0_258,18,((2 * 3) * 3)
artificial_language_g0_258,19,(((2 * 3) * 3) + 1)
artificial_language_g0_258,20,(((2 * 3) * 3) + 2)
artificial_language_g0_258,21,(((2 * 3) + 1) * 3)
artificial_language_g0_258,22,((((2 * 3) + 1) * 3) + 1)
artificial_language_g0_258,23,((((2 * 3) + 1) * 3) + 2)
artificial_language_g0_258,24,(((2 * 3) + 2) * 3)
artificial_language_g0_258,25,((((2 * 3) + 2) * 3) + 1)
artificial_language_g0_258,26,((((2 * 3) + 2) * 3) + 2)
artificial_language_g0_258,27,((3 * 3) * 3)
artificial_language_g0_258,28,(((3 * 3) * 3) + 1)
artificial_language_g0_258,29,(((3 * 3) * 3) + 2)
artificial_language_g0_258,30,(((3 * 3) + 1) * 3)
artificial_language_g0_258,31,((((3 * 3) + 1) * 3) + 1)
artificial_language_g0_258,32,((((3 * 3) + 1) * 3) + 2)
artificial_language_g0_258,33,(((3 * 3) + 2) * 3)
artificial_language_g0_258,34,34
artificial_language_g0_258,35,35
artificial_language_g0_258,36,(((3 + 1) * 3) * 3)
artificial_language_g0_258,37,((((3 + 1) * 3) * 3) + 1)
artificial_language_g0_258,38,((((3 + 1) * 3) * 3) + 2)
artificial_language_g0_258,39,((((3 + 1) * 3) + 1) * 3)
artificial_language_g0_258,40,(((((3 + 1) * 3) + 1) * 3) + 1)
artificial_language_g0_258,41,(((((3 + 1) * 3) + 1) * 3) + 2)
artificial_language_g0_258,42,((((3 + 1) * 3) + 2) * 3)
artificial_language_g0_258,43,(((((3 + 1) * 3) + 2) * 3) + 1)
artificial_language_g0_258,44,(((((3 + 1) * 3) + 2) * 3) + 2)
artificial_language_g0_258,45,(((3 + 2) * 3) * 3)
artificial_language_g0_258,46,((((3 + 2) * 3) * 3) + 1)
artificial_language_g0_258,47,((((3 + 2) * 3) * 3) + 2)
artificial_language_g0_258,48,((((3 + 2) * 3) + 1) * 3)
artificial_language_g0_258,49,(((((3 + 2) * 3) + 1) * 3) + 1)
artificial_language_g0_258,50,(((((3 + 2) * 3) + 1) * 3) + 2)
artificial_language_g0_258,51,(17 * 3)
artificial_language_g0_258,52,((17 * 3) + 1)
artificial_language_g0_258,53,((17 * 3) + 2)
artificial_language_g0_258,54,(((2 * 3) * 3) * 3)
artificial_language_g0_258,55,((((2 * 3) * 3) * 3) + 1)
artificial_language_g0_258,56,((((2 * 3) * 3) * 3) + 2)
artificial_language_g0_258,57,((((2 * 3) * 3) + 1) * 3)
artificial_language_g0_258,58,(((((2 * 3) * 3) + 1) * 3) + 1)
artificial_language_g0_258,59,(((((2 * 3) * 3) + 1) * 3) + 2)
artificial_language_g0_258,60,((((2 * 3) * 3) + 2) * 3)
artificial_language_g0_258,61,61
artificial_language_g0_258,62,(61 + 1)
artificial_language_g0_258,63,(61 + 2)
artificial_language_g0_258,64,(61 + 3)
artificial_language_g0_258,65,(61 + (3 + 1))
artificial_language_g0_258,66,(61 + (3 + 2))
artificial_language_g0_258,67,(61 + (2 * 3))
artificial_language_g0_258,68,(61 + ((2 * 3) + 1))
artificial_language_g0_258,69,(61 + ((2 * 3) + 2))
artificial_language_g0_258,70,(61 + (3 * 3))
artificial_language_g0_258,71,(61 + ((3 * 3) + 1))
artificial_language_g0_258,72,(61 + ((3 * 3) + 2))
artificial_language_g0_258,73,(61 + ((3 + 1) * 3))
artificial_language_g0_258,74,74
artificial_language_g0_258,75,(61 + (((3 + 1) * 3) + 2))
artificial_language_g0_258,76,(61 + ((3 + 2) * 3))
artificial_language_g0_258,77,(61 + (((3 + 2) * 3) + 1))
artificial_language_g0_258,78,(61 + 17)
artificial_language_g0_258,79,(61 + ((2 * 3) * 3))
artificial_language_g0_258,80,(61 + (((2 * 3) * 3) + 1))
artificial_language_g0_258,81,(61 + (((2 * 3) * 3) + 2))
artificial_language_g0_258,82,(61 + (((2 * 3) + 1) * 3))
artificial_language_g0_258,83,(61 + ((((2 * 3) + 1) * 3) + 1))
artificial_language_g0_258,84,(61 + ((((2 * 3) + 1) * 3) + 2))
artificial_language_g0_258,85,(61 + (((2 * 3) + 2) * 3))
artificial_language_g0_258,86,(61 + ((((2 * 3) + 2) * 3) + 1))
artificial_language_g0_258,87,(61 + ((((2 * 3) + 2) * 3) + 2))
artificial_language_g0_258,88,(61 + ((3 * 3) * 3))
artificial_language_g0_258,89,(61 + (((3 * 3) * 3) + 1))
artificial_language_g0_258,90,(61 + (((3 * 3) * 3) + 2))
artificial_language_g0_258,91,(61 + (((3 * 3) + 1) * 3))
artificial_language_g0_258,92,(61 + ((((3 * 3) + 1) * 3) + 1))
artificial_language_g0_258,93,(61 + ((((3 * 3) + 1) * 3) + 2))
artificial_language_g0_258,94,(61 + (((3 * 3) + 2) * 3))
artificial_language_g0_258,95,(61 + 34)
artificial_language_g0_258,96,(61 + 35)
artificial_language_g0_258,97,(61 + (((3 + 1) * 3) * 3))
artificial_language_g0_258,98,(61 + ((((3 + 1) * 3) * 3) + 1))
artificial_language_g0_258,99,(61 + ((((3 + 1) * 3) * 3) + 2))
artificial_language_g0_259,1,1
artificial_language_g0_259,2,2
artificial_language_g0_259,3,3
artificial_language_g0_259,4,4
artificial_language_g0_259,5,5
artificial_language_g0_259,6,6
artificial_language_g0_259,7,7
artificial_language_g0_259,8,8
artificial_language_g0_259,9,9
artificial_language_g0_259,10,10
artificial_language_g0_259,11,11
artificial_language_g0_259,12,12
artificial_language_g0_259,13,13
artificial_language_g0_259,14,14
artificial_language_g0_259,15,(14 + 1)
artificial_language_g0_259,16,(14 + 2)
artificial_language_g0_259,17,(14 + 3)
artificial_language_g0_259,18,(14 + 4)
artificial_language_g0_259,19,(14 + 5)
artificial_language_g0_259,20,(14 + 6)
artificial_language_g0_259,21,(14 + 7)
artificial_language_g0_259,22,(14 + 8)
artificial_language_g0_259,23,(14 + 9)
artificial_language_g0_259,24,(14 + 10)
artificial_language_g0_259,25,(14 + 11)
artificial_language_g0_259,26,(14 + 12)
artificial_language_g0_259,27,(14 + 13)
artificial_language_g0_259,28,(2 * 14)
artificial_language_g0_259,29,((2 * 14) + 1)
artificial_language_g0_259,30,((2 * 14) + 2)
artificial_language_g0_259,31,((2 * 14) + 3)
artificial_language_g0_259,32,((2 * 14) + 4)
artificial_language_g0_259,33,((2 * 14) + 5)
artificial_language_g0_259,34,((2 * 14) + 6)
artificial_language_g0_259,35,((2 * 14) + 7)
artificial_language_g0_259,36,((2 * 14) + 8)
artificial_language_g0_259,37,((2 * 14) + 9)
artificial_language_g0_259,38,((2 * 14) + 10)
artificial_language_g0_259,39,((2 * 14) + 11)
artificial_language_g0_259,40,((2 * 14) + 12)
artificial_language_g0_259,41,((2 * 14) + 13)
artificial_language_g0_259,42,(3 * 14)
artificial_language_g0_259,43,((3 * 14) + 1)
artificial_language_g0_259,44,((3 * 14) + 2)
artificial_language_g0_259,45,((3 * 14) + 3)
artificial_language_g0_259,46,((3 * 14) + 4)
artificial_language_g0_259,47,((3 * 14) + 5)
artificial_language_g0_259,48,((3 * 14) + 6)
artificial_language_g0_259,49,((3 * 14) + 7)
artificial_language_g0_259,50,((3 * 14) + 8)
artificial_language_g0_259,51,((3 * 14) + 9)
artificial_language_g0_259,52,((3 * 14) + 10)
artificial_language_g0_259,53,((3 * 14) + 11)
artificial_language_g0_259,54,((3 * 14) + 12)
artificial_language_g0_259,55,((3 * 14) + 13)
artificial_language_g0_259,56,56
artificial_language_g0_259,57,(56 + 1)
artificial_language_g0_259,58,(56 + 2)
artificial_language_g0_259,59,(56 + 3)
artificial_language_g0_259,60,(56 + 4)
artificial_language_g0_259,61,(56 + 5)
artificial_language_g0_259,62,(56 + 6)
artificial_language_g0_259,63,(56 + 7)
artificial_language_g0_259,64,(56 + 8)
artificial_language_g0_259,65,(56 + 9)
artificial_language_g0_259,66,(56 + 10)
artificial_language_g0_259,67,(56 + 11)
artificial_language_g0_259,68,(56 + 12)
artificial_language_g0_259,69,(56 + 13)
artificial_language_g0_259,70,(5 * 14)
artificial_language_g0_259,71,((5 * 14) + 1)
artificial_language_g0_259,72,((5 * 14) + 2)
artificial_language_g0_259,73,((5 * 14) + 3)
artificial_language_g0_259,74,((5 * 14) + 4)
artificial_language_g0_259,75,((5 * 14) + 5)
artificial_language_g0_259,76,((5 * 14) + 6)
artificial_language_g0_259,77,((5 * 14) + 7)
artificial_language_g0_259,78,((5 * 14) + 8)
artificial_language_g0_259,79,((5 * 14) + 9)
artificial_language_g0_259,80,((5 * 14) + 10)
artificial_language_g0_259,81,((5 * 14) + 11)
artificial_language_g0_259,82,((5 * 14) + 12)
artificial_language_g0_259,83,((5 * 14) + 13)
artificial_language_g0_259,84,(6 * 14)
artificial_language_g0_259,85,((6 * 14) + 1)
artificial_language_g0_259,86,((6 * 14) + 2)
artificial_language_g0_259,87,((6 * 14) + 3)
artificial_language_g0_259,88,((6 * 14) + 4)
artificial_language_g0_259,89,((6 * 14) + 5)
artificial_language_g0_259,90,((6 * 14) + 6)
artificial_language_g0_259,91,((6 * 14) + 7)
artificial_language_g0_259,92,((6 * 14) + 8)
artificial_language_g0_259,93,((6 * 14) + 9)
artificial_language_g0_259,94,((6 * 14) + 10)
artificial_language_g0_259,95,((6 * 14) + 11)
artificial_language_g0_259,96,((6 * 14) + 12)
artificial_language_g0_259,97,((6 * 14) + 13)
artificial_language_g0_259,98,(7 * 14)
artificial_language_g0_259,99,((7 * 14) + 1)
artificial_language_g0_260,1,1
artificial_language_g0_260,2,2
artificial_language_g0_260,3,3
artificial_language_g0_260,4,(3 + 1)
artificial_language_g0_260,5,(3 + 2)
artificial_language_g0_260,6,(2 * 3)
artificial_language_g0_260,7,((2 * 3) + 1)
artificial_language_g0_260,8,((2 * 3) + 2)
artificial_language_g0_260,9,9
artificial_language_g0_260,10,(9 + 1)
artificial_language_g0_260,11,(9 + 2)
artificial_language_g0_260,12,(9 + 3)
artificial_language_g0_260,13,(9 + (3 + 1))
artificial_language_g0_260,14,(9 + (3 + 2))
artificial_language_g0_260,15,(9 + (2 * 3))
artificial_language_g0_260,16,(9 + ((2 * 3) + 1))
artificial_language_g0_260,17,(9 + ((2 * 3) + 2))
artificial_language_g0_260,18,(2 * 9)
artificial_language_g0_260,19,((2 * 9) + 1)
artificial_language_g0_260,20,((2 * 9) + 2)
artificial_language_g0_260,21,21
artificial_language_g0_260,22,((2 * 9) + (3 + 1))
artificial_language_g0_260,23,((2 * 9) + (3 + 2))
artificial_language_g0_260,24,((2 * 9) + (2 * 3))
artificial_language_g0_260,25,((2 * 9) + ((2 * 3) + 1))
artificial_language_g0_260,26,((2 * 9) + ((2 * 3) + 2))
artificial_language_g0_260,27,(3 * 9)
artificial_language_g0_260,28,((3 * 9) + 1)
artificial_language_g0_260,29,((3 * 9) + 2)
artificial_language_g0_260,30,((3 * 9) + 3)
artificial_language_g0_260,31,((3 * 9) + (3 + 1))
artificial_language_g0_260,32,((3 * 9) + (3 + 2))
artificial_language_g0_260,33,((3 * 9) + (2 * 3))
artificial_language_g0_260,34,((3 * 9) + ((2 * 3) + 1))
artificial_language_g0_260,35,((3 * 9) + ((2 * 3) + 2))
artificial_language_g0_260,36,((3 + 1) * 9)
artificial_language_g0_260,37,(((3 + 1) * 9) + 1)
artificial_language_g0_260,38,(((3 + 1) * 9) + 2)
artificial_language_g0_260,39,39
artificial_language_g0_260,40,(39 + 1)
artificial_language_g0_260,41,(39 + 2)
artificial_language_g0_260,42,(39 + 3)
artificial_language_g0_260,43,(39 + (3 + 1))
artificial_language_g0_260,44,(39 + (3 + 2))
artificial_language_g0_260,45,(39 + (2 * 3))
artificial_language_g0_260,46,46
artificial_language_g0_260,47,(46 + 1)
artificial_language_g0_260,48,(46 + 2)
artificial_language_g0_260,49,(46 + 3)
artificial_language_g0_260,50,(46 + (3 + 1))
artificial_language_g0_260,51,(46 + (3 + 2))
artificial_language_g0_260,52,(46 + (2 * 3))
artificial_language_g0_260,53,(46 + ((2 * 3) + 1))
artificial_language_g0_260,54,(46 + ((2 * 3) + 2))
artificial_language_g0_260,55,(46 + 9)
artificial_language_g0_260,56,(46 + (9 + 1))
artificial_language_g0_260,57,(46 + (9 + 2))
artificial_language_g0_260,58,(46 + (9 + 3))
artificial_language_g0_260,59,(46 + (9 + (3 + 1)))
artificial_language_g0_260,60,(46 + (9 + (3 + 2)))
artificial_language_g0_260,61,(46 + (9 + (2 * 3)))
artificial_language_g0_260,62,(46 + (9 + ((2 * 3) + 1)))
artificial_language_g0_260,63,(46 + (9 + ((2 * 3) + 2)))
artificial_language_g0_260,64,(46 + (2 * 9))
artificial_language_g0_260,65,(46 + ((2 * 9) + 1))
artificial_language_g0_260,66,66
artificial_language_g0_260,67,(66 + 1)
artificial_language_g0_260,68,(66 + 2)
artificial_language_g0_260,69,(66 + 3)
artificial_language_g0_260,70,(66 + (3 + 1))
artificial_language_g0_260,71,(66 + (3 + 2))
artificial_language_g0_260,72,(66 + (2 * 3))
artificial_language_g0_260,73,(66 + ((2 * 3) + 1))
artificial_language_g0_260,74,(66 + ((2 * 3) + 2))
artificial_language_g0_260,75,(66 + 9)
artificial_language_g0_260,76,(66 + (9 + 1))
artificial_language_g0_260,77,(66 + (9 + 2))
artificial_language_g0_260,78,(66 + (9 + 3))
artificial_language_g0_260,79,(66 + (9 + (3 + 1)))
artificial_language_g0_260,80,(66 + (9 + (3 + 2)))
artificial_language_g0_260,81,(66 + (9 + (2 * 3)))
artificial_language_g0_260,82,(66 + (9 + ((2 * 3) + 1)))
artificial_language_g0_260,83,(66 + (9 + ((2 * 3) + 2)))
artificial_language_g0_260,84,(66 + (2 * 9))
artificial_language_g0_260,85,(66 + ((2 * 9) + 1))
artificial_language_g0_260,86,(66 + ((2 * 9) + 2))
artificial_language_g0_260,87,(66 + 21)
artificial_language_g0_260,88,(66 + ((2 * 9) + (3 + 1)))
artificial_language_g0_260,89,(66 + ((2 * 9) + (3 + 2)))
artificial_language_g0_260,90,(66 + ((2 * 9) + (2 * 3)))
artificial_language_g0_260,91,(66 + ((2 * 9) + ((2 * 3) + 1)))
artificial_language_g0_260,92,(66 + ((2 * 9) + ((2 * 3) + 2)))
artificial_language_g0_260,93,(66 + (3 * 9))
artificial_language_g0_260,94,(66 + ((3 * 9) + 1))
artificial_language_g0_260,95,(66 + ((3 * 9) + 2))
artificial_language_g0_260,96,(66 + ((3 * 9) + 3))
artificial_language_g0_260,97,(66 + ((3 * 9) + (3 + 1)))
artificial_language_g0_260,98,(66 + ((3 * 9) + (3 + 2)))
artificial_language_g0_260,99,(66 + ((3 * 9) + (2 * 3)))
artificial_language_g0_261,1,1
artificial_language_g0_261,2,2
artificial_language_g0_261,3,3
artificial_language_g0_261,4,4
artificial_language_g0_261,5,5
artificial_language_g0_261,6,(1 * 6)
artificial_language_g0_261,7,((1 * 6) + 1)
artificial_language_g0_261,8,((1 * 6) + 2)
artificial_language_g0_261,9,((1 * 6) + 3)
artificial_language_g0_261,10,((1 * 6) + 4)
artificial_language_g0_261,11,(12 - 1)
artificial_language_g0_261,12,(1 * 12)
artificial_language_g0_261,13,(12 + 1)
artificial_language_g0_261,14,(12 + 2)
artificial_language_g0_261,15,(12 + 3)
artificial_language_g0_261,16,(12 + 4)
artificial_language_g0_261,17,(12 + 5)
artificial_language_g0_261,18,(12 + 6)
artificial_language_g0_261,19,(12 + ((1 * 6) + 1))
artificial_language_g0_261,20,(12 + ((1 * 6) + 2))
artificial_language_g0_261,21,(12 + ((1 * 6) + 3))
artificial_language_g0_261,22,(12 + ((1 * 6) + 4))
artificial_language_g0_261,23,(12 + (12 - 1))
artificial_language_g0_261,24,(2 * 12)
artificial_language_g0_261,25,((2 * 12) + 1)
artificial_language_g0_261,26,((2 * 12) + 2)
artificial_language_g0_261,27,((2 * 12) + 3)
artificial_language_g0_261,28,((2 * 12) + 4)
artificial_language_g0_261,29,((2 * 12) + 5)
artificial_language_g0_261,30,((2 * 12) + 6)
artificial_language_g0_261,31,((2 * 12) + ((1 * 6) + 1))
artificial_language_g0_261,32,((2 * 12) + ((1 * 6) + 2))
artificial_language_g0_261,33,((2 * 12) + ((1 * 6) + 3))
artificial_language_g0_261,34,((2 * 12) + ((1 * 6) + 4))
artificial_language_g0_261,35,((2 * 12) + (12 - 1))
artificial_language_g0_261,36,(3 * 12)
artificial_language_g0_261,37,((3 * 12) + 1)
artificial_language_g0_261,38,((3 * 12) + 2)
artificial_language_g0_261,39,((3 * 12) + 3)
artificial_language_g0_261,40,((3 * 12) + 4)
artificial_language_g0_261,41,((3 * 12) + 5)
artificial_language_g0_261,42,((3 * 12) + 6)
artificial_language_g0_261,43,((3 * 12) + ((1 * 6) + 1))
artificial_language_g0_261,44,((3 * 12) + ((1 * 6) + 2))
artificial_language_g0_261,45,((3 * 12) + ((1 * 6) + 3))
artificial_language_g0_261,46,((3 * 12) + ((1 * 6) + 4))
artificial_language_g0_261,47,((3 * 12) + (12 - 1))
artificial_language_g0_261,48,(4 * 12)
artificial_language_g0_261,49,((4 * 12) + 1)
artificial_language_g0_261,50,((4 * 12) + 2)
artificial_language_g0_261,51,((4 * 12) + 3)
artificial_language_g0_261,52,((4 * 12) + 4)
artificial_language_g0_261,53,((4 * 12) + 5)
artificial_language_g0_261,54,((4 * 12) + 6)
artificial_language_g0_261,55,((4 * 12) + ((1 * 6) + 1))
artificial_language_g0_261,56,((4 * 12) + ((1 * 6) + 2))
artificial_language_g0_261,57,((4 * 12) + ((1 * 6) + 3))
artificial_language_g0_261,58,((4 * 12) + ((1 * 6) + 4))
artificial_language_g0_261,59,((4 * 12) + (12 - 1))
artificial_language_g0_261,60,(5 * 12)
artificial_language_g0_261,61,((5 * 12) + 1)
artificial_language_g0_261,62,((5 * 12) + 2)
artificial_language_g0_261,63,((5 * 12) + 3)
